hgnc	ens
MORN2	ENSG00000188010
FUS	ENSG00000089280
LRCH3	ENSG00000186001
BCYRN1	ENSG00000236824
MBD6	ENSG00000166987
SMYD4	ENSG00000186532
EEF2KMT	ENSG00000118894
EFCAB14	ENSG00000159658
SMIM20	ENSG00000250317
HTN3	ENSG00000205649
ARHGEF40	ENSG00000165801
KCNH8	ENSG00000183960
TPH1	ENSG00000129167
PKD1P6	ENSG00000250251
	ENSG00000270580
HERC5	ENSG00000138646
SDC2	ENSG00000169439
	ENSG00000258170
PDXDC1	ENSG00000179889
C18orf25	ENSG00000152242
RBBP6	ENSG00000122257
HES1	ENSG00000114315
TXN	ENSG00000136810
ARHGAP9	ENSG00000123329
CERS2	ENSG00000143418
TOR2A	ENSG00000160404
PPL	ENSG00000118898
PARP16	ENSG00000138617
CNTNAP3C	ENSG00000283378
SERGEF	ENSG00000129158
OSBPL2	ENSG00000130703
CTHRC1	ENSG00000164932
	ENSG00000280011
LINC00887	ENSG00000214145
MRPL32	ENSG00000106591
HACD4	ENSG00000188921
ADO	ENSG00000181915
NLGN3	ENSG00000196338
RRM1	ENSG00000167325
ABCB8	ENSG00000197150
TGM2	ENSG00000198959
STXBP1	ENSG00000136854
TMEM170B	ENSG00000205269
GLRX5	ENSG00000182512
TFCP2L1	ENSG00000115112
	ENSG00000284471
SNHG10	ENSG00000247092
FAM27C	ENSG00000231527
ALG1	ENSG00000033011
SMG1	ENSG00000157106
ZMIZ1	ENSG00000108175
KREMEN2	ENSG00000131650
ADTRP	ENSG00000111863
NDRG2	ENSG00000165795
PYROXD2	ENSG00000119943
LRRC37B	ENSG00000185158
RPRD1B	ENSG00000101413
CAMK2G	ENSG00000148660
AHSA2P	ENSG00000173209
PANO1	ENSG00000274897
SAP130	ENSG00000136715
RGP1	ENSG00000107185
DPAGT1	ENSG00000172269
TNKS	ENSG00000173273
EGR2	ENSG00000122877
SETDB1	ENSG00000143379
MED13L	ENSG00000123066
TRNP1	ENSG00000253368
APOBEC3D	ENSG00000243811
CPQ	ENSG00000104324
TOLLIP	ENSG00000078902
ANXA7	ENSG00000138279
PYURF	ENSG00000145337
ALG5	ENSG00000120697
APOBEC3C	ENSG00000244509
TENM4	ENSG00000149256
	ENSG00000285982
UBE4A	ENSG00000110344
SLC25A32	ENSG00000164933
PIGY	ENSG00000255072
KIF22	ENSG00000079616
NRBF2	ENSG00000148572
RIMS2	ENSG00000176406
MIS18BP1	ENSG00000129534
PAQR4	ENSG00000162073
NAP1L5	ENSG00000177432
B4GALNT3	ENSG00000139044
EXOSC8	ENSG00000120699
DAP3	ENSG00000132676
C2CD2L	ENSG00000172375
HERC3	ENSG00000138641
RNF165	ENSG00000141622
HMGA1	ENSG00000137309
WDR53	ENSG00000185798
JHY	ENSG00000109944
CPZ	ENSG00000109625
CYP2J2	ENSG00000134716
FBXO45	ENSG00000174013
KRBA1	ENSG00000133619
ARCN1	ENSG00000095139
DENND3	ENSG00000105339
APOBEC3F	ENSG00000128394
PIGX	ENSG00000163964
JAZF1	ENSG00000153814
CMBL	ENSG00000164237
PEA15	ENSG00000162734
ST6GALNAC4	ENSG00000136840
PLAAT5	ENSG00000168004
HECW1	ENSG00000002746
LAMA3	ENSG00000053747
ROBO1	ENSG00000169855
ACADS	ENSG00000122971
ARNTL	ENSG00000133794
TOX2	ENSG00000124191
TENT5B	ENSG00000158246
TCL6	ENSG00000187621
FRMD8	ENSG00000126391
TAX1BP1	ENSG00000106052
ASIC3	ENSG00000213199
CCDC117	ENSG00000159873
	ENSG00000259357
NRROS	ENSG00000174004
PTMAP5	ENSG00000214182
	ENSG00000278867
CEP19	ENSG00000174007
MTX3	ENSG00000177034
HTN1	ENSG00000126550
IFT46	ENSG00000118096
SLFNL1-AS1	ENSG00000281207
SCMH1	ENSG00000010803
UTP23	ENSG00000147679
IFNAR1	ENSG00000142166
CTTN	ENSG00000085733
TNFSF12-TNFSF13	ENSG00000248871
MEIS2	ENSG00000134138
GTDC1	ENSG00000121964
RALGAPA2	ENSG00000188559
ARX	ENSG00000004848
RAD21	ENSG00000164754
GMCL1	ENSG00000087338
NCF1	ENSG00000158517
TNFSF12	ENSG00000239697
TSPYL5	ENSG00000180543
RC3H2	ENSG00000056586
HECTD4	ENSG00000173064
SLC15A2	ENSG00000163406
SLC2A4RG	ENSG00000125520
SEMA7A	ENSG00000138623
TPM3	ENSG00000143549
SOS1-IT1	ENSG00000229692
SOS1	ENSG00000115904
LMTK2	ENSG00000164715
EFHB	ENSG00000163576
C11orf68	ENSG00000175573
TNFSF13	ENSG00000161955
ST6GAL1	ENSG00000073849
SFXN4	ENSG00000183605
SEPTIN3	ENSG00000100167
RTEL1	ENSG00000258366
BDP1	ENSG00000145734
	ENSG00000246851
NUP214	ENSG00000126883
RAB5A	ENSG00000144566
	ENSG00000261670
DCAF13	ENSG00000164934
ERGIC2	ENSG00000087502
STAU2	ENSG00000040341
MSTO1	ENSG00000125459
NPIPP1	ENSG00000188599
	ENSG00000260735
MKRN2	ENSG00000075975
NTAN1	ENSG00000157045
TONSL	ENSG00000160949
DRAXIN	ENSG00000162490
PPP2R5B	ENSG00000068971
RPL22	ENSG00000116251
TRIM21	ENSG00000132109
PPFIA1	ENSG00000131626
TIMM8A	ENSG00000126953
ARHGEF9	ENSG00000131089
SLC44A1	ENSG00000070214
DPYD	ENSG00000188641
	ENSG00000261819
GPATCH4	ENSG00000160818
TMTC2	ENSG00000179104
CDK5RAP1	ENSG00000101391
RAF1	ENSG00000132155
NTN4	ENSG00000074527
	ENSG00000277159
KMT2A	ENSG00000118058
GUSBP2	ENSG00000241549
RNF207	ENSG00000158286
RPS10-NUDT3	ENSG00000270800
WSCD1	ENSG00000179314
EIF3H	ENSG00000147677
FAR2	ENSG00000064763
PPIF	ENSG00000108179
PLK3	ENSG00000173846
PLEKHB1	ENSG00000021300
C1orf54	ENSG00000118292
GBGT1	ENSG00000148288
TBC1D30	ENSG00000111490
OSER1	ENSG00000132823
SMIM29	ENSG00000186577
MKI67	ENSG00000148773
KLHL9	ENSG00000198642
OSER1-DT	ENSG00000223891
ZCCHC24	ENSG00000165424
CYLD	ENSG00000083799
MXD1	ENSG00000059728
KRT6B	ENSG00000185479
SLC25A5P1	ENSG00000215347
WBP2NL	ENSG00000183066
	ENSG00000261211
CNTN4	ENSG00000144619
ATP1A1	ENSG00000163399
CIR1	ENSG00000138433
TRIM4	ENSG00000146833
OGA	ENSG00000198408
YY1AP1	ENSG00000163374
	ENSG00000286147
SLC9A1	ENSG00000090020
	ENSG00000257900
AHNAK	ENSG00000124942
VSIG1	ENSG00000101842
LINC02303	ENSG00000258616
	ENSG00000225200
NUDT3	ENSG00000272325
APH1A	ENSG00000117362
RASEF	ENSG00000165105
VAMP8	ENSG00000118640
NAGA	ENSG00000198951
RPS10	ENSG00000124614
MTDH	ENSG00000147649
SNRNP27	ENSG00000124380
COL5A2	ENSG00000204262
	ENSG00000223837
RALGDS	ENSG00000160271
ACTG2	ENSG00000163017
WDR54	ENSG00000005448
ATP1A1-AS1	ENSG00000203865
CDPF1	ENSG00000205643
TSEN2	ENSG00000154743
BLNK	ENSG00000095585
DCUN1D4	ENSG00000109184
PSD4	ENSG00000125637
	ENSG00000177359
PROM2	ENSG00000155066
RBMS2	ENSG00000076067
	ENSG00000248993
BATF2	ENSG00000168062
BRD2	ENSG00000204256
LINC01537	ENSG00000227467
DDHD1	ENSG00000100523
DNAJB6	ENSG00000105993
LINC00337	ENSG00000225077
MGAT5	ENSG00000152127
ICMT	ENSG00000116237
EIF5AL1	ENSG00000253626
CCDC169	ENSG00000242715
PGM1	ENSG00000079739
TRAIP	ENSG00000183763
	ENSG00000243517
	ENSG00000225339
	ENSG00000255384
	ENSG00000273154
	ENSG00000254873
SINHCAF	ENSG00000139146
ATP11A	ENSG00000068650
NRP1	ENSG00000099250
BRCA2	ENSG00000139618
IQCG	ENSG00000114473
LIME1	ENSG00000203896
ATP5MG	ENSG00000167283
PTRH1	ENSG00000187024
CLIC4	ENSG00000169504
NETO2	ENSG00000171208
SHISAL1	ENSG00000138944
EFCAB7	ENSG00000203965
WFDC2	ENSG00000101443
RSL24D1	ENSG00000137876
BAZ2A	ENSG00000076108
ACVR2B-AS1	ENSG00000229589
ACVR2B	ENSG00000114739
CEP290	ENSG00000198707
TNFRSF6B	ENSG00000243509
ITGB3BP	ENSG00000142856
RTEL1-TNFRSF6B	ENSG00000026036
	ENSG00000236754
HSCB	ENSG00000100209
LINC02864	ENSG00000263711
CFAP157	ENSG00000160401
LINC01762	ENSG00000233154
	ENSG00000256546
PLAAT4	ENSG00000133321
XKR8	ENSG00000158156
RTL6	ENSG00000188636
WDTC1	ENSG00000142784
ZGPAT	ENSG00000197114
SCARB1	ENSG00000073060
	ENSG00000224950
	ENSG00000230606
RUNX3	ENSG00000020633
TMPRSS5	ENSG00000166682
CHEK2	ENSG00000183765
CTSB	ENSG00000164733
	ENSG00000286195
CECR2	ENSG00000099954
CD58	ENSG00000116815
MAP1A	ENSG00000166963
PMM1	ENSG00000100417
KRT6A	ENSG00000205420
RPL35A	ENSG00000182899
NOD2	ENSG00000167207
CTTNBP2	ENSG00000077063
EXOC3-AS1	ENSG00000221990
ATP7B	ENSG00000123191
GBE1	ENSG00000114480
LINC02582	ENSG00000261780
TAF13	ENSG00000197780
ZNF467	ENSG00000181444
	ENSG00000204802
SSH1	ENSG00000084112
	ENSG00000238045
	ENSG00000273382
FGF7P6	ENSG00000227449
TMEM167B	ENSG00000215717
EWSAT1	ENSG00000212766
ACOT11	ENSG00000162390
MAZ	ENSG00000103495
	ENSG00000231953
TTC38	ENSG00000075234
BOP1	ENSG00000261236
TRPM7	ENSG00000092439
SYF2	ENSG00000117614
DRAP1	ENSG00000175550
ZNF518A	ENSG00000177853
GLCE	ENSG00000138604
TUT1	ENSG00000149016
SMPD3	ENSG00000103056
YWHAH	ENSG00000128245
AIDAP2	ENSG00000251429
VAMP5	ENSG00000168899
ZBTB46	ENSG00000130584
APOBEC3G	ENSG00000239713
	ENSG00000285404
CNBP	ENSG00000169714
	ENSG00000255508
	ENSG00000273047
NAMPTP1	ENSG00000229644
ARFRP1	ENSG00000101246
TMEM50B	ENSG00000142188
	ENSG00000284602
EEF1G	ENSG00000254772
MGMT	ENSG00000170430
TBC1D1	ENSG00000065882
LMO7	ENSG00000136153
CDKN2B-AS1	ENSG00000240498
	ENSG00000258535
HIVEP1	ENSG00000095951
FANCF	ENSG00000183161
PLPBP	ENSG00000147471
C12orf29	ENSG00000133641
BTBD19	ENSG00000222009
GAS2	ENSG00000148935
SNX15	ENSG00000110025
PRMT7	ENSG00000132600
SVEP1	ENSG00000165124
ZDHHC13	ENSG00000177054
JMJD1C	ENSG00000171988
LAPTM4B	ENSG00000104341
HSPA4L	ENSG00000164070
NINJ2-AS1	ENSG00000177406
UBE2W	ENSG00000104343
SLC45A4	ENSG00000022567
NINJ2	ENSG00000171840
CORO1A	ENSG00000102879
IFNGR2	ENSG00000159128
PAGR1	ENSG00000280789
SLITRK6	ENSG00000184564
C12orf50	ENSG00000165805
SPPL3	ENSG00000157837
MVP	ENSG00000013364
RTN4RL1	ENSG00000185924
LINC01410	ENSG00000238113
PRKCD	ENSG00000163932
FITM2	ENSG00000197296
ARL2	ENSG00000213465
COG3	ENSG00000136152
AFF3	ENSG00000144218
CDKN2B	ENSG00000147883
NUBP2	ENSG00000095906
MTAP	ENSG00000099810
CYHR1	ENSG00000187954
ATP11B	ENSG00000058063
	ENSG00000280305
	ENSG00000272468
MFSD3	ENSG00000167700
ARHGAP20	ENSG00000137727
NEAT1	ENSG00000245532
FAM241B	ENSG00000171224
DENND5B	ENSG00000170456
CDH6	ENSG00000113361
DESI1	ENSG00000100418
LACTB	ENSG00000103642
STAG3L2	ENSG00000277072
SIDT2	ENSG00000149577
PAK2	ENSG00000180370
RAPGEF2	ENSG00000109756
	ENSG00000274471
REEP3	ENSG00000165476
RNF181	ENSG00000168894
ADGRL3	ENSG00000150471
PRRT2	ENSG00000167371
RPS27L	ENSG00000185088
LAMTOR4	ENSG00000188186
TUT7	ENSG00000083223
ZNF75A	ENSG00000162086
PCBP1	ENSG00000169564
ONECUT2	ENSG00000119547
ASPRV1	ENSG00000244617
EBF3	ENSG00000108001
PCBP1-AS1	ENSG00000179818
TECPR1	ENSG00000205356
GTF2IRD2	ENSG00000196275
DGUOK	ENSG00000114956
SCRN3	ENSG00000144306
MAP11	ENSG00000146826
LINC00921	ENSG00000281005
	ENSG00000280893
TIGD7	ENSG00000140993
RSRP1	ENSG00000117616
	ENSG00000281348
CDKN2A	ENSG00000147889
	ENSG00000259952
NRIP1	ENSG00000180530
MIGA2	ENSG00000148343
GDNF-AS1	ENSG00000248587
RTKN	ENSG00000114993
GDNF	ENSG00000168621
PHKB	ENSG00000102893
ZNF263	ENSG00000006194
CDK5RAP2	ENSG00000136861
LINC02246	ENSG00000281903
	ENSG00000229047
	ENSG00000235609
RPL39L	ENSG00000163923
EME2	ENSG00000197774
PPP1R18	ENSG00000146112
GTSE1	ENSG00000075218
HMBOX1	ENSG00000147421
IGDCC3	ENSG00000174498
PLK2	ENSG00000145632
LBX2	ENSG00000179528
BTK	ENSG00000010671
LBX2-AS1	ENSG00000257702
PPP3CB	ENSG00000107758
WNK2	ENSG00000165238
RHD	ENSG00000187010
SPSB3	ENSG00000162032
GJC3	ENSG00000176402
KCNIP2	ENSG00000120049
AZGP1	ENSG00000160862
FSTL5	ENSG00000168843
PLAU	ENSG00000122861
	ENSG00000232850
LRRC15	ENSG00000172061
ZNF286A	ENSG00000187607
RREB1	ENSG00000124782
CAD	ENSG00000084774
TTC39B	ENSG00000155158
GJB1	ENSG00000169562
	ENSG00000272068
GABRG3	ENSG00000182256
ACACB	ENSG00000076555
MIR4300HG	ENSG00000245832
	ENSG00000188242
RPS28P7	ENSG00000227097
PCSK7	ENSG00000160613
FKTN	ENSG00000106692
SLC9A3	ENSG00000066230
SLITRK5	ENSG00000165300
KIF23	ENSG00000137807
DCDC2	ENSG00000146038
	ENSG00000173727
TRAK1	ENSG00000182606
PCGF1	ENSG00000115289
NPM2	ENSG00000158806
MRPS34	ENSG00000074071
DPM2	ENSG00000136908
SMPD1	ENSG00000166311
USP54	ENSG00000166348
	ENSG00000271780
CSRNP3	ENSG00000178662
	ENSG00000272444
EXOC3	ENSG00000180104
LINC01138	ENSG00000274020
MDGA2	ENSG00000139915
FAM102A	ENSG00000167106
	ENSG00000280649
DNAJC1	ENSG00000136770
PPIAL4G	ENSG00000236334
PYCARD	ENSG00000103490
PTGR1	ENSG00000106853
FSD1L	ENSG00000106701
DCSTAMP	ENSG00000164935
	ENSG00000280143
	ENSG00000285922
TRIM72	ENSG00000177238
TAGLN	ENSG00000149591
ZBTB6	ENSG00000186130
	ENSG00000227218
SLC9A3-AS1	ENSG00000225138
ZBTB26	ENSG00000171448
	ENSG00000225840
GPER1	ENSG00000164850
YKT6	ENSG00000106636
	ENSG00000283148
ITFG1	ENSG00000129636
DCUN1D5	ENSG00000137692
TBXAS1	ENSG00000059377
OR52I1	ENSG00000232268
RABGAP1	ENSG00000011454
LRP12	ENSG00000147650
C7orf50	ENSG00000146540
PPP3CB-AS1	ENSG00000221817
RAB8B	ENSG00000166128
UBE2SP1	ENSG00000233966
GSTZ1	ENSG00000100577
	ENSG00000279833
PRUNE1	ENSG00000143363
CBX7	ENSG00000100307
C12orf43	ENSG00000157895
CDH2	ENSG00000170558
ACOX3	ENSG00000087008
UCHL3	ENSG00000118939
B3GAT3	ENSG00000149541
VPS13D	ENSG00000048707
	ENSG00000257607
GPR146	ENSG00000164849
KRT5	ENSG00000186081
	ENSG00000264067
LINC02108	ENSG00000250127
EEF2K	ENSG00000103319
TMEM222	ENSG00000186501
MALAT1	ENSG00000251562
SNX7	ENSG00000162627
	ENSG00000279721
NIFK	ENSG00000155438
THBS4	ENSG00000113296
LINC02119	ENSG00000248461
DNASE1L3	ENSG00000163687
TMEM186	ENSG00000184857
TMEM163	ENSG00000152128
PAXX	ENSG00000148362
SKIV2L	ENSG00000204351
ABAT	ENSG00000183044
DEPP1	ENSG00000165507
NIFK-AS1	ENSG00000236859
FAM13A	ENSG00000138640
XBP1	ENSG00000100219
HLA-P	ENSG00000261548
RAB3C	ENSG00000152932
KIAA1755	ENSG00000149633
ZNF862	ENSG00000106479
RPL7AP7	ENSG00000213880
OFD1	ENSG00000046651
MOG	ENSG00000204655
RASSF4	ENSG00000107551
CLASP1	ENSG00000074054
CCPG1	ENSG00000260916
SLC25A26	ENSG00000144741
CEP152	ENSG00000103995
ZNF483	ENSG00000173258
HDAC6	ENSG00000094631
PAQR5	ENSG00000137819
MASP1	ENSG00000127241
ZNF277	ENSG00000198839
ETV7	ENSG00000010030
METTL3	ENSG00000165819
SGCB	ENSG00000163069
CAPN5	ENSG00000149260
N4BP2L1	ENSG00000139597
NPR2	ENSG00000159899
KAT2B	ENSG00000114166
CD8B	ENSG00000172116
UMPS	ENSG00000114491
	ENSG00000197815
GPR153	ENSG00000158292
TOM1L2	ENSG00000175662
FBXO15	ENSG00000141665
FECH	ENSG00000066926
RTCB	ENSG00000100220
	ENSG00000205682
NCAPD2	ENSG00000010292
LRIG1	ENSG00000144749
RAB2B	ENSG00000129472
HPS1	ENSG00000107521
AIFM2	ENSG00000042286
PTPN6	ENSG00000111679
ZFPM2-AS1	ENSG00000251003
ZFPM2	ENSG00000169946
MACROH2A2	ENSG00000099284
PIGB	ENSG00000069943
TRMT44	ENSG00000155275
N4BP2L2	ENSG00000244754
HIPK2	ENSG00000064393
TOX4	ENSG00000092203
SENP5	ENSG00000119231
PIGBOS1	ENSG00000225973
FOXJ2	ENSG00000065970
BMP4	ENSG00000125378
DNAAF4	ENSG00000256061
ADRM1	ENSG00000130706
KCTD20	ENSG00000112078
ARHGAP17	ENSG00000140750
	ENSG00000276900
TCL1A	ENSG00000100721
LY6E-DT	ENSG00000247317
AMN1	ENSG00000151743
PRR5	ENSG00000186654
NELFE	ENSG00000204356
PAQR7	ENSG00000182749
GLA	ENSG00000102393
LY6E	ENSG00000160932
RGPD1	ENSG00000187627
PHETA2	ENSG00000177096
CD27	ENSG00000139193
ABHD6	ENSG00000163686
LINC00648	ENSG00000259129
CD27-AS1	ENSG00000215039
TYSND1	ENSG00000156521
RAB27A	ENSG00000069974
CLMP	ENSG00000166250
OGDH	ENSG00000105953
RAD51AP1	ENSG00000111247
SMDT1	ENSG00000183172
	ENSG00000257275
	ENSG00000272405
BCAN	ENSG00000132692
PSMD10	ENSG00000101843
LAMA5	ENSG00000130702
CCNT2	ENSG00000082258
LRRFIP2	ENSG00000093167
CDK2	ENSG00000123374
PLAAT3	ENSG00000176485
HSPA8	ENSG00000109971
VAMP1	ENSG00000139190
	ENSG00000260276
CCNB1IP1	ENSG00000100814
OCA2	ENSG00000104044
RPL36A-HNRNPH2	ENSG00000257529
PMM2	ENSG00000140650
ATL3	ENSG00000184743
ABCC2	ENSG00000023839
RPL36A	ENSG00000241343
ANKRD36B	ENSG00000196912
	ENSG00000170161
MRPL51	ENSG00000111639
ETFBKMT	ENSG00000139160
RTN4	ENSG00000115310
ATP6V0E2	ENSG00000171130
HNRNPH2	ENSG00000126945
SESTD1	ENSG00000187231
SLC4A4	ENSG00000080493
MCCC2	ENSG00000131844
MTA2	ENSG00000149480
TAPBPL	ENSG00000139192
STK17A	ENSG00000164543
CD47	ENSG00000196776
ATP6V0E2-AS1	ENSG00000204934
GPX1	ENSG00000233276
TUFT1	ENSG00000143367
CARHSP1	ENSG00000153048
PLPPR4	ENSG00000117600
HNF1A-AS1	ENSG00000241388
MLXIP	ENSG00000175727
RPP14	ENSG00000163684
BAIAP2L1	ENSG00000006453
HSF1	ENSG00000185122
COA1	ENSG00000106603
BRI3	ENSG00000164713
SLC6A17	ENSG00000197106
PALMD	ENSG00000099260
	ENSG00000258465
HTD2	ENSG00000255154
GPLD1	ENSG00000112293
PMEL	ENSG00000185664
PEX19	ENSG00000162735
TCTA	ENSG00000145022
KIAA1324	ENSG00000116299
	ENSG00000254615
IL15	ENSG00000164136
RHOA	ENSG00000067560
	ENSG00000230773
RASGRP1	ENSG00000172575
MIR600HG	ENSG00000236901
STRBP	ENSG00000165209
FNBP4	ENSG00000109920
ALOX15B	ENSG00000179593
DGAT1	ENSG00000185000
DCAF8	ENSG00000132716
ARHGAP8	ENSG00000241484
IFRD1	ENSG00000006652
MSH2	ENSG00000095002
LETMD1	ENSG00000050426
TRIM68	ENSG00000167333
SLC6A15	ENSG00000072041
NBPF20	ENSG00000162825
NDUFA6	ENSG00000184983
IGDCC4	ENSG00000103742
NES	ENSG00000132688
	ENSG00000231252
LINC02495	ENSG00000249896
ZNRF3	ENSG00000183579
RHOT1	ENSG00000126858
RCC2-AS1	ENSG00000227751
RCC2	ENSG00000179051
CRABP2	ENSG00000143320
AGTRAP	ENSG00000177674
NUTM2B	ENSG00000188199
ALDH5A1	ENSG00000112294
NFIA	ENSG00000162599
DCUN1D1	ENSG00000043093
IFT57	ENSG00000114446
	ENSG00000244733
NUTM2B-AS1	ENSG00000225484
SNX5	ENSG00000089006
UBR3	ENSG00000144357
PRKACB	ENSG00000142875
C3AR1	ENSG00000171860
GALNT3	ENSG00000115339
NCBP2	ENSG00000114503
FAM120AOS	ENSG00000188938
RPL41P2	ENSG00000256338
HERC2	ENSG00000128731
DSC3	ENSG00000134762
MTCO1P2	ENSG00000259045
AKAP6	ENSG00000151320
UBC	ENSG00000150991
FAM83C	ENSG00000125998
UROS	ENSG00000188690
STIL	ENSG00000123473
FBXO7	ENSG00000100225
CCDC14	ENSG00000175455
FAM120A	ENSG00000048828
CDK16	ENSG00000102225
SAR1A	ENSG00000079332
NRM	ENSG00000137404
GPR155	ENSG00000163328
CREB5	ENSG00000146592
PRDX3	ENSG00000165672
APH1B	ENSG00000138613
	ENSG00000244675
ATP13A3	ENSG00000133657
MRS2	ENSG00000124532
	ENSG00000272447
OVCH1-AS1	ENSG00000257599
ZKSCAN1	ENSG00000106261
SAMD15	ENSG00000100583
OR51E2	ENSG00000167332
TMED8	ENSG00000100580
NPTX2	ENSG00000106236
PDGFB	ENSG00000100311
CLEC2D	ENSG00000069493
MGME1	ENSG00000125871
SNTA1	ENSG00000101400
GNAO1	ENSG00000087258
DNAJC16	ENSG00000116138
KLC2	ENSG00000174996
SNAPC3	ENSG00000164975
STMN1	ENSG00000117632
ZSCAN21	ENSG00000166529
SVIP	ENSG00000198168
GAS1	ENSG00000180447
RAB6A	ENSG00000175582
GAS1RR	ENSG00000226237
RBPJ	ENSG00000168214
WNK1	ENSG00000060237
E2F8	ENSG00000129173
ZNF3	ENSG00000166526
UGP2	ENSG00000169764
BOLA2B	ENSG00000169627
MAP1LC3A	ENSG00000101460
NUAK1	ENSG00000074590
SULT1A3	ENSG00000261052
PTCH2	ENSG00000117425
LMLN	ENSG00000185621
SPECC1	ENSG00000128487
KREMEN1	ENSG00000183762
SPATA18	ENSG00000163071
NDRG4	ENSG00000103034
TCP11L2	ENSG00000166046
KLF3	ENSG00000109787
IGSF3	ENSG00000143061
TIMM21	ENSG00000075336
KLF3-AS1	ENSG00000231160
PSIP1	ENSG00000164985
SLX1A	ENSG00000132207
NDUFA6-DT	ENSG00000237037
PAPSS1	ENSG00000138801
DSC2	ENSG00000134755
DHX37	ENSG00000150990
EPS8	ENSG00000151491
PMS2P5	ENSG00000123965
SLX1A-SULT1A3	ENSG00000213599
CKAP4	ENSG00000136026
PAX8-AS1	ENSG00000189223
SYTL1	ENSG00000142765
AGMAT	ENSG00000116771
ANKLE2	ENSG00000176915
TP53INP2	ENSG00000078804
MPDU1	ENSG00000129255
DOLPP1	ENSG00000167130
ZNF22-AS1	ENSG00000165511
NCOA6	ENSG00000198646
ZNF22	ENSG00000165512
ISG20L2	ENSG00000143319
	ENSG00000213443
MDC1	ENSG00000137337
NAA60	ENSG00000122390
IFT27	ENSG00000100360
EYA3	ENSG00000158161
COX5B	ENSG00000135940
RRNAD1	ENSG00000143303
	ENSG00000233184
PGAM5	ENSG00000247077
	ENSG00000272379
	ENSG00000215022
PHACTR1	ENSG00000112137
PXMP2	ENSG00000176894
PAX8	ENSG00000125618
UGDH	ENSG00000109814
DPH5	ENSG00000117543
C14orf132	ENSG00000227051
EGFLAM	ENSG00000164318
RCC1L	ENSG00000274523
ACTR1B	ENSG00000115073
DOCK5	ENSG00000147459
NCBP2AS2	ENSG00000270170
FOXO6	ENSG00000204060
ARMCX4	ENSG00000196440
PTGFRN	ENSG00000134247
BDKRB2	ENSG00000168398
IQSEC2	ENSG00000124313
TBC1D7	ENSG00000145979
PIGU	ENSG00000101464
ELN	ENSG00000049540
PPT1	ENSG00000131238
TET3	ENSG00000187605
TRIL	ENSG00000255690
FRRS1	ENSG00000156869
ZW10	ENSG00000086827
PIMREG	ENSG00000129195
CCDC86	ENSG00000110104
CWC22	ENSG00000163510
PHB2	ENSG00000215021
ZFAND2A	ENSG00000178381
GPR143	ENSG00000101850
ZNF248	ENSG00000198105
	ENSG00000285793
ANAPC1P2	ENSG00000231259
	ENSG00000249604
CYP2U1	ENSG00000155016
	ENSG00000204745
FAHD1	ENSG00000180185
CPVL	ENSG00000106066
CLIC3	ENSG00000169583
SGMS2	ENSG00000164023
HAGH	ENSG00000063854
SMIM14	ENSG00000163683
GUCY1A1	ENSG00000164116
	ENSG00000280088
CYB5A	ENSG00000166347
UHRF1BP1L	ENSG00000111647
	ENSG00000229043
ABCA13	ENSG00000179869
SALL1	ENSG00000103449
PTP4A3	ENSG00000184489
TBL1X	ENSG00000101849
PITPNM3	ENSG00000091622
UGDH-AS1	ENSG00000249348
GLRX3	ENSG00000108010
POC5	ENSG00000152359
GZMB	ENSG00000100453
YES1	ENSG00000176105
	ENSG00000226578
TLR10	ENSG00000174123
EIF2B3	ENSG00000070785
PLK4	ENSG00000142731
RAB30-DT	ENSG00000246067
PTPN21	ENSG00000070778
IL1RAPL1	ENSG00000169306
	ENSG00000233783
APP	ENSG00000142192
KCNC4	ENSG00000116396
RNF169	ENSG00000166439
DHRS3	ENSG00000162496
RPS3AP6	ENSG00000234797
	ENSG00000280020
WDR75	ENSG00000115368
BRI3BP	ENSG00000184992
	ENSG00000258657
XRRA1	ENSG00000166435
GZMH	ENSG00000100450
	ENSG00000264635
PTPN11	ENSG00000179295
PIGZ	ENSG00000119227
ATP6V1E1	ENSG00000131100
ZEB2	ENSG00000169554
C1orf167-AS1	ENSG00000177553
THRIL	ENSG00000280634
CLCN6	ENSG00000011021
	ENSG00000264772
TUBB	ENSG00000196230
TLR6	ENSG00000174130
CD68	ENSG00000129226
GPM6B	ENSG00000046653
TLR1	ENSG00000174125
SYN3	ENSG00000185666
SPATA7	ENSG00000042317
MME	ENSG00000196549
SMC1A	ENSG00000072501
SENP3	ENSG00000161956
	ENSG00000272540
MAP3K6	ENSG00000142733
TIMP3	ENSG00000100234
CHRNA1	ENSG00000138435
DZIP1L	ENSG00000158163
VCL	ENSG00000035403
CHN2	ENSG00000106069
MCCC1-AS1	ENSG00000243368
BMP1	ENSG00000168487
SERINC5	ENSG00000164300
MCCC1	ENSG00000078070
RPL6	ENSG00000089009
OR6D1P	ENSG00000224402
FAM78A	ENSG00000126882
PHPT1	ENSG00000054148
UQCC1	ENSG00000101019
CAP1	ENSG00000131236
MAP1LC3B2	ENSG00000258102
CEP72	ENSG00000112877
KIFC2	ENSG00000167702
DNMBP	ENSG00000107554
HINT2	ENSG00000137133
AJM1	ENSG00000232434
POLR3E	ENSG00000058600
MAMDC4	ENSG00000177943
TPPP	ENSG00000171368
ZNF174	ENSG00000103343
ASL	ENSG00000126522
STK38	ENSG00000112079
